faire une pioncette;"dormir [v]: pioncer; en ‚craser; roupiller";
faire un tabac;avoir un grand succŠs [v];
faire valoir;exercer [v]: d‚fendre;"faire ressortir [v]: faire ‚talage de; mettre en vedette; faire mousser";exploiter [v]: mettre en valeur;
faire vibrer;"‚mouvoir vivement [v]: enflammer; ‚branler; toucher";
faire violence …;violer [v]: abuser;
faire voir;"montrer [v]: ‚taler; guider";
fair-play;"franc-jeu [a]: sport; correct; droit; loyal; honnˆte";
faisable;"r‚alisable [a]: pratique; facile; possible; ais‚";
faisand‚;"pourri [a]: malsain; corrompu; douteux";avanc‚ [a];
faisanderie;‚levage de faisans [n];
faisceau;"fagot [n]: botte; gerbe; bouquet";accumulation [n];faisceau lumineux [o];
faiseur;constructeur [n]: bƒtisseur;fabricant [n];tailleur [n];amateur [n];bˆcheur [n]: hƒbleur;
fait;"arrang‚ [a]: constitu‚; dispos‚";"accompli [a]: achev‚; ex‚cut‚; termin‚; form‚; bƒti";habitu‚ [a]: accoutum‚;"capable de [a]: bon pour; n‚ pour; propre …";m–r [a];"acte [n]: action; exploit; chose faite";"‚v‚nement [n]: cas; aventure; ph‚nomŠne";"de fait [o]: du fait de; en fait; fait pour; hauts faits; mal fait; mettre au fait de; se mettre au fait de";
fait d'armes;"exploit [n]: prouesse; hauts faits";
faŒte;"comble [n]: apog‚e; pinacle; summum";"sommet [n]: cime; point culminant";
fait pour;propre … [o];
faix;tassement [n];"charge [n]: chargement; fardeau; poids; surcharge";
fallacieux;"insidieux [a]: hypocrite; fourbe; nuisible; mensonger; artificieux; trompeur; perfide; sp‚cieux; faux";
falloir;"devoir [v]: convenir; ˆtre n‚cessaire";
falot;"terne [a]: effac‚; pƒle; anodin; insignifiant; inconsistant; n‚gligeable; m‚diocre";"plaisant [a]: joyeux; gai; dr“le";"lanterne [n]: flambeau; fanal";
falsificateur;"fabricateur [n]: fraudeur; contrefacteur";
falsification;alt‚ration [n]: contrefa‡on;
falsifi‚;factice [a]: faux;
falsifier;"contrefaire [v]: imiter; truquer";"d‚former [v]: alt‚rer; d‚naturer; fausser; d‚figurer; adult‚rer; changer; frelater; tronquer; sophistiquer";travestir [v]: maquiller;
falun;d‚p“t de coquilles [n]: lumachelle;
fonds;"capital [n]: bien; argent; p‚cule; finances";"terrain [n]: sol; champ";"commerce [n]: ‚tablissement; boutique; magasin; maison";
fondu;"dissous [a]: liqu‚fi‚; dilu‚; solubilis‚";flou [a]: vaporeux;d‚grad‚ [a];
fongosit‚;excroissance [n];
fongus;champignon de mer [n];tumeur [n];
fontaine;"r‚servoir [n]: r‚cipient; bassin; filtre; puits";"source [n]: ruisseau; eau vive";
fonte;fusion [n]: moulage;fourreau [n];
forain;"‚tranger [n]: nomade; bateleur; batteur d'estrade; marchand; banquiste; saltimbanque";
forban;pirate [n]: corsaire;bandit [n];
for‡at;"gal‚rien [n]: bagnard; prisonnier";
force;"‚tat physique [n]: robustesse; r‚sistance; vigueur; virilit‚; verdeur; muscle; sŠve; solidit‚; tonicit‚; muscle; biceps; nerf; ressort";"‚tat mental [n]: dynamisme; potentiel; pouvoir; puissance; intensit‚";"trait de caractŠre [n]: courage; volont‚; d‚termination; fermet‚; ‚nergie; constance; cran";"effet [n]: efficacit‚; intensit‚; activit‚; action; influence";"langue [n]: ‚loquence; v‚h‚mence; virulence";"fait [n]: obligation; n‚cessit‚";"opposition [n]: contrainte; oppression; violence";
forc‚;"factice [a]: affect‚; artificiel; contraint";"n‚cessaire [a]: obligatoire; in‚luctable; in‚vitable; involontaire; ‚crit";
force d'ƒme;"ardeur [n]: courage; caractŠre; constance; valeur; volont‚; h‚ro‹sme; noblesse; g‚n‚rosit‚; magnanimit‚";
forcement;for‡age [n]: effraction;
forc‚ment;"fatalement [o]: absolument; ‚videmment; in‚vitablement; n‚cessairement; obligatoirement";
forcen‚;"furibond [a]: furieux; emport‚";fou [a];"enrag‚ [a]: acharn‚; passionn‚";‚nergumŠne [n];
forcer;"astreindre [v]: contraindre; obliger; entraŒner; r‚duire; condamner";"briser [v]: enfoncer; rompre; crocheter; fracturer; emporter; prendre";"tyranniser [v]: violenter; faire violence; violer; faire subir";traquer [v];"hƒter [v]: pr‚cipiter; accentuer; acc‚l‚rer";"augmenter [v]: exag‚rer; outrer";"fatiguer [v]: claquer; crever";d‚naturer [v]: solliciter;
forcir;grossir [v]: se fortifier;
forˆt;"multitude [n]: grande quantit‚; amas";"bois [n]: lieu sauvage; solitude";
forfait;"crime [n]: faute; d‚lit; m‚fait; attentat";d‚clarer forfait [o];
forfaiture;"trahison [n]: f‚lonie; concussion; pr‚varication";
forfanterie;"orgueil [n]: vantardise; charlatanisme; hƒblerie; rodomontade; fanfaronnade";
forger;fabriquer [v]: inventer;"battre [v]: corroyer; marteler";
forgeur;"fabricateur [n]: fabricant; inventeur";forgeron [n];
forlancer;forcer hors du gŒte [v];
formaliser;se formaliser [o];"vexer [v]: blesser; offenser; offusquer";
formaliste;"pointilleux [a]: v‚tilleux; minutieux; ‚troit";"fa‡onnier [a]: c‚r‚monieux; protocolaire";rigoriste [a]: ritualiste;
formalit‚;"c‚r‚monial [n]: c‚r‚monie; ‚tiquette";"proc‚dure [n]: loi; forme; maniŠre; rŠgle; proc‚d‚; mode";
format;"dimension [n]: grandeur; calibre; mesure; taille";
formateur;formant [a];
formation;"groupe [n]: groupement; parti; groupuscule; orchestre";"cr‚ation [n]: ‚laboration; fondation; constitution; composition; institution; organisation; production; d‚veloppement; g‚n‚ration";pubert‚ [n];"‚ducation [n]: instruction; noviciat; apprentissage";apparition [n]: origine;
forme;"‚tat [n]: apparence; aspect; configuration; conformation; dehors; disposition; figure; corps; fa‡on";"art [n]: silhouette; trac‚; model‚; galbe; ligne; relief";"droit [n]: formalit‚; formule";"soci‚t‚ [n]: organisation; r‚gime; statut";"technique [n]: moule; gabarit; modŠle; carcasse; chƒssis; garniture";"maniŠre [n]: ‚tiquette; usages; formalit‚; bonnes maniŠres";"langue [n]: expression; style";
form‚;"nubile [a]: pubŠre; m–r";d‚velopp‚ [a]: fait;instruit [a];
formel;"pr‚cis‚ [a]: explicite; exprŠs; clair; d‚termin‚; direct; net; pr‚cis";"indubitable [a]: incontestable; rigoureux; ind‚niable; indiscutable; irr‚futable; absolu; assur‚; authentique; cat‚gorique; certain; constant; ‚vident; imp‚rieux; positif";
formellement;"explicitement [o]: rigoureusement; certainement; nettement";
former;"soci‚t‚ [v]: fonder; instituer; organiser; ‚tablir; cr‚er";"forme [v]: fabriquer; fa‡onner; faire; composer; constituer; pr‚senter; dessiner";"‚tat mental [v]: concevoir; imaginer; m‚diter; projeter; dessiner; ‚noncer; formuler; pr‚parer";"savoir [v]: instruire; ‚duquer; ‚lever; discipliner; entraŒner; enseigner; initier; styler; dresser; cultiver; exercer";
formes;contours [n]: lignes;
formidable;"imposant [a]: stup‚fiant; colossal; consid‚rable; ‚norme; extraordinaire; gigantesque; monstrueux; ‚tonnant";"redoutable [a]: ‚pouvantable; effrayant; effroyable; terrible; terrifiant; redout‚";sensationnel [a]: ‚patant;
formidablement;‚norm‚ment [o]: consid‚rablement;terriblement [o]: trŠs;
formulaire;questionnaire [n]: formule;"recueil [n]: codex; ‚tiquette; modŠle; trait‚";
formule;"maniŠre [n]: m‚thode; proc‚d‚; recette; mode; solution; [informal] truc";"langue [n]: expression; slogan; terme; aphorisme; dicton";"droit [n]: ‚nonc‚; libell‚; intitul‚";
formuler;"‚mettre [v]: expliciter; exprimer; ‚noncer; d‚poser";‚tablir [v];former [v];
fort;"puissant [a]: robuste; solide; vigoureux; viril; athl‚tique; hercul‚en; costaud; balŠze; baraqu‚";"courageux [a]: ferme; ‚nergique";"savant [a]: dou‚; habile; capable; exp‚riment‚; cal‚";puissant [a]: influent;dur [a]: inusable;"dru [a]: ‚pais; touffu; serr‚; abondant";intense [a]: lourd;"‚lev‚ [a]: grand; important";"‚pic‚ [a]: piquant; relev‚; ƒcre; rude; vert; piquant; p‚n‚trant; d‚sagr‚able";"efficace [a]: irr‚sistible; invincible";"v‚h‚ment [a]: vif; violent";"incroyable [a]: extraordinaire; inou‹; invraisemblable; outr‚; pouss‚; du tonnerre; de cheval; carabin‚; raide; fort de caf‚";"hercule [n]: malabar; costaud; balŠze";"d‚fense [n]: citadelle; forteresse; fortin; bastion; blockhaus; ouvrage; redoute; retraite; retranchement; redan";"beaucoup [o]: abondamment; amplement; consid‚rablement; copieusement; en abondance; largement; … foison; … profusion";"fortement [o]: ardemment; bien; dur; extrˆmement; tout … fait; trŠs; violemment";ˆtre fort [o]: se faire fort de;
fort de caf‚;fort [o]: exag‚r‚;
fortement;"vigoureusement [o]: violemment; vivement; profond‚ment; puissamment; solidement; avec force; ‚nergiquement; lourdement; nettement; fermement; intens‚ment";
forteresse;"mur [n]: rempart; citadelle";"fort [n]: citadelle; chƒteau; blockhaus; fortin; place forte";
fortifiant;"remontant [n]: reconstituant; tonique";"vivifiant [a]: nourrissant; nutritif; reconstituant; remontant; restaurant; tonique";
fortification;rempart [n]: d‚fense;
fortifier;"armer [v]: prot‚ger; d‚fendre; retrancher; entourer";"consolider [v]: renforcer; ‚tayer";"tremper [v]: durcir; endurcir; affermir";"confirmer [v]: corroborer; raffermir; ‚tayer";se fortifier [o];
fable;"mensonge [n]: tromperie; imagination; fantaisie; ‚lucubration; invention";"conte [n]: anecdote; mythe; fiction; l‚gende; r‚cit; moralit‚; apologue; parabole; all‚gorie; fabliau";
fabricant;"fonction [n]: industriel; manufacturier; chef d'‚tablissement";
fabricateur;"cr‚ateur [n]: inventeur; producteur; artisan";"falsificateur [n]: fraudeur; contrefacteur; faussaire";
fabrication;"cr‚ation [n]: invention; production; composition; confection";
fabrique;fabrication [n]: fa‡on;"usine [n]: manufacture; ‚tablissement industriel";
fabriqu‚;"forg‚ [a]: falsifi‚; invent‚; imagin‚; artificiel";"cr‚‚ [a]: manufactur‚; confectionn‚; fa‡onn‚; bƒti; construit; usin‚; r‚alis‚";
fabriquer;"fait [v]: faire; fa‡onner; cr‚er; r‚aliser; former; confectionner; usiner; mettre en ?uvre; manufacturer; produire; ex‚cuter; ‚laborer; ?uvrer; composer";"‚tat mental [v]: inventer; imaginer; calomnier; m‚dire; fausser; forger";
fabulation;mythomanie [n];affabulation [n];
fabuleusement;prodigieusement [o]: extrˆmement;
fabuleux;"fantastique [a]: incroyable; miraculeux; prodigieux; ‚tonnant; extraordinaire; inou‹; romanesque";"mythologique [a]: mythique; l‚gendaire; chim‚rique; imaginaire; irr‚el; all‚gorique; faux; erron‚; fictif; illusoire";
fa‡ade;"devant [n]: front; face; devanture";"ext‚rieur [n]: aspect; dehors";de fa‡ade [o];
face;"aspect [n]: apparence; point de vue; tournure";"visage [n]: physionomie; figure; tˆte; mine";avers [n];"angle [n]: coin; c“t‚; couture";fa‡ade [n]: front;"en face [o]: en face de; face … face";
fac‚tie;"bouffonnerie [n]: farce; mystification; plaisanterie; baliverne; tour; niche; pitrerie";
fac‚tieux;"farceur [n]: plaisantin; blagueur; loustic; chahuteur";"dr“le [a]: comique; plaisant; r‚jouissant; spirituel; moqueur; gouailleur; jovial";
fƒch‚;"navr‚ [a]: d‚sol‚; attrist‚";"irrit‚ [a]: froiss‚; contrari‚; courrouc‚; ulc‚r‚; offusqu‚; m‚content";ˆtre fƒch‚ [o];
fƒcher;"attrister [v]: chagriner; peiner; contrister; affliger; navrer";"m‚contenter [v]: contrarier; indisposer; vexer; agacer; irriter; exasp‚rer; piquer";se fƒcher [o];
fƒcherie;"contrari‚t‚ [n]: d‚pit; irritation";"brouille [n]: d‚saccord; bouderie";
fƒcheux;"gˆnant [a]: ennuyeux; d‚sagr‚able; embarrassant; d‚plaisant; embˆtant";"regrettable [a]: contrariant; d‚plorable; malencontreux; malheureux; intempestif; inopportun";difficile [a]: p‚nible;"gˆneur [n]: importun; indiscret; raseur";
facies;faciŠs [o];
faciŠs;"visage [n]: figure; face";"apparence [n]: aspect; configuration; structure; morphologie; facies";
facile;"trait de caractŠre [a]: docile; indulgent; conciliant; mall‚able; tol‚rant; accommodant; arrangeant; complaisant; doux; faible; traitable; libre; relƒch‚; bonhomme; l‚ger";"maniŠre [a]: commode; faisable; abordable; accessible; possible; praticable; r‚alisable; simple; usuel; ais‚; ex‚cutable; p‚n‚trable; naturel; ordinaire; ‚l‚mentaire";
facilement;"ais‚ment [o]: commod‚ment; naturellement; sans difficult‚; comme une fleur";
facilit‚;"simplicit‚ [n]: accessibilit‚; commodit‚";mobilit‚ [n]: aise;"chance [n]: latitude; libert‚; avantage; moyen; jeu; marge; possibilit‚; occasion";"aide [n]: appui; secours";"aptitude [n]: aisance; don; adresse; brio; habilet‚; facult‚; naturel; vocation; disposition";douceur [n]: indulgence;"condescendance [n]: complaisance; faiblesse; laisser-aller; paresse; relƒchement; mollesse";verve [n]: faconde;
faciliter;"simplifier [v]: m‚nager; arranger; aplanir; pr‚parer; aider; mƒcher la besogne";
fa‡on;"forme [n]: configuration; conformation";"moyen [n]: m‚thode; mode; proc‚d‚";"technique [n]: cr‚ation; fabrication; travail; ex‚cution; confection; coupe";"maniŠre [n]: conduite; comportement; air; allure; attitude; d‚gaine; ton";
faconde;"volubilit‚ [n]: facilit‚; exub‚rance; bagou; verve; abondance; loquacit‚; prolixit‚";
fa‡onner;"confectionner [v]: modeler; sculpter";"travailler [v]: usiner; fabriquer; ‚laborer; faire; ouvrer";"pr‚parer [v]: apprˆter; p‚trir";tourner [v];labourer [v];"former [v]: dresser; modifier; ‚duquer; transformer";"habituer [v]: accoutumer; plier";
fa‡onnier;"affect‚ [a]: c‚r‚monieux; mani‚r‚; pr‚cieux; poseur; minaudier; apprˆt‚; artificiel; pr‚tentieux";artisan [n]: ouvrier;
fa‡ons;"chichis [n]: simagr‚es; minauderies; c‚r‚monies; airs; embarras; histoires";
fac-simil‚;"copie [n]: reproduction; imitation; double; figuration";
facteur;"messager [n]: commissionnaire; mandataire; agent; commis; interm‚diaire; envoy‚; estafette; exprŠs";"fabricant d'orgues [n]: accordeur; luthier";"‚l‚ment [n]: agent; cause";"coefficient [n]: puissance; rapport; quotient; multiplicande; multiplicateur; diviseur";
factice;"faux [a]: falsifi‚; copi‚; artificiel; imit‚; affect‚; feint; fictif; forc‚; postiche; compos‚; emprunt‚";
factieux;"agitateur [n]: insurg‚; agent provocateur; mutin; r‚volutionnaire; rebelle; r‚volt‚; semeur de troubles";"r‚volutionnaire [a]: rebelle; s‚ditieux; sectaire; r‚actionnaire; subversif; r‚volt‚; insurg‚; insurrectionnel";
faction;garde [n]: guet;"complot [n]: cabale; conjuration; conspiration; r‚bellion; s‚dition; agitation; brigue; intrigue; mutinerie; ligue; r‚volution";ˆtre en faction [o];
factionnaire;sentinelle [n];
factum;"pamphlet [n]: libelle; diatribe";m‚moire [n]: expos‚;
facture;"compte [n]: ‚tat; addition; note; relev‚; bordereau; m‚moire";"maniŠre [n]: style; technique; ex‚cution; travail";
facult‚;"talent [n]: aptitude; facilit‚; capacit‚; don; ressource";"moyen [n]: possibilit‚; pouvoir; puissance; capacit‚; droit; libert‚; latitude; privilŠge; autorisation";enseignement sup‚rieur [n]: universit‚;
fada;fou [n]: cingl‚;un peu fou [a]: cingl‚;
fadaise;"bagatelle [n]: v‚tille; bˆtise";"platitude [n]: niaiserie; baliverne; calembredaine; sornette; billeves‚e";
fade;"pƒle [a]: terne; d‚lav‚";"insipide [a]: ‚c?urant; douceƒtre; doucereux; fadasse";"ennuyeux [a]: insipide; plat; insignifiant; inexpressif; sans caractŠre";rendre fade [o];
fadeur;insipidit‚ [n];"platitude [n]: manque de caractŠre; manque d'int‚rˆt; manque de vivacit‚; convention; affectation";fadaise [n];
fagot;"bourr‚e [n]: fascine; javelle; cotret; margotin";
fagot‚;"affubl‚ [a]: accoutr‚; mal vˆtu; ficel‚";
fagoter;vˆtir [v]: habiller;
faible;"‚tat physique [a]: affaibli; ch‚tif; d‚bile; fragile; malingre; d‚ficient; d‚licat; fluet; asth‚nique; infirme; rachitique; an‚mi‚; an‚mique; frˆle; grˆle";"trait de caractŠre [a]: d‚sarm‚; impuissant; vuln‚rable; vacillant; instable; inconstant; veule; lƒche; mou; pliant; flasque; sans fermet‚";"qualit‚ [a]: insuffisant; m‚diocre; mauvais";"personne [n]: avorton; gringalet";go–t [n]: penchant;
faiblement;peu [o]: insuffisamment;"doucement [o]: vaguement; mollement";
faiblesse;"syncope [n]: ‚vanouissement; d‚faillance; pƒmoison";"fragilit‚ [n]: d‚bilit‚; an‚mie; d‚ficience; d‚licatesse; abattement; affaiblissement; impuissance; manque de puissance; infirmit‚; asth‚nie";"insuffisance [n]: inf‚riorit‚; insignifiance; m‚diocrit‚; pauvret‚; point faible; trou; lacune";"entraŒnement [n]: erreur; faute; glissade";"complaisance [n]: apathie; aveulissement; irr‚solution; ind‚cision; laisser-aller; langueur; mollesse; lƒchet‚; facilit‚";pr‚f‚rence [n]: penchant;faiblesse d'esprit [o];
faiblir;"s'affaiblir [v]: s'‚puiser; d‚cliner; d‚faillir";"plier [v]: ployer; vaciller; baisser; c‚der; chanceler; fl‚chir; mollir";
fa‹ence;c‚ramique [n]: cailloutage;
faillir;ˆtre sur le point de [v];"manquer … [v]: n‚gliger; se d‚rober; s'esquiver";"commettre une faute [v]: succomber; choir; tomber; fauter; p‚cher";
faillite;"d‚bƒcle [n]: banqueroute; krach; ruine; d‚p“t de bilan; liquidation judiciaire; d‚confiture";
faim;"‚tat mental [n]: besoin; d‚sir; envie; soif; ambition; app‚tence";"‚tat physique [n]: app‚tit; boulimie; fringale";
fain‚ant;"paresseux [n]: bon … rien; d‚s?uvr‚; oisif; fl‚mard; flemmard; feignant; faignant";"paresseux [a]: apathique; d‚s?uvr‚; inactif; indolent; inutile; musard; nonchalant; oisif; propice … rien; fl‚mard; flemmard; feignant; faignant";
fain‚anter;"paresser [v]: l‚zarder; flemmarder; coincer la bulle; glander; glandouiller";
fain‚antise;"paresse [n]: oisivet‚; inaction; inertie; apathie";
faire;"travailler [v]: ‚tudier; s'occuper; se taper";"entreprendre [v]: accomplir; effectuer; agir; ex‚cuter; r‚aliser; pratiquer; remplir une tƒche; ficher; foutre";"pr‚parer [v]: cr‚er; composer; produire; engendrer; fabriquer; fa‡onner; confectionner; construire; bƒtir; ‚riger";conditionner [v]: former;"instaurer [v]: instituer; ‚tablir; constituer";"arranger [v]: combiner; disposer; nettoyer; ranger";"causer [v]: occasionner; d‚terminer";"contrefaire [v]: feindre d'ˆtre; jouer le r“le de; affecter de";"commettre [v]: perp‚trer; provoquer";"gagner [v]: obtenir; amasser; procurer; se procurer";"repr‚senter [v]: ˆtre; valoir";se comporter [v];s'attirer [v];rendre [v];"observer [v]: op‚rer; mettre en pratique";"cultiver [v]: r‚colter; semer";"faire cas [o]: faire cas de; faire ‚tat de; faire en sorte que; faire face; faire face …; faire-part; s'en faire; se faire";
faire abstraction;"abstraire [v]: ‚carter; exclure; retirer; ne pas tenir compte";
faire abstraction de;‚carter [v];
faire admettre;introduire [v];
faire apparaŒtre;‚voquer [v];
faire attention;‚tat [v]: ˆtre prudent;
faire attention …;veiller … [v];
faire bonne mine;faire bon accueil [v];
faire cas de;compter [v]: consid‚rer;
faire chanceler;"‚branler [v]: rendre incertain; affaiblir";
faire chorus;ˆtre du mˆme avis [v];
faire confiance …;avoir confiance dans [v]: compter sur;
faire connaŒtre;"exprimer [v]: d‚signer; donner; d‚noncer; indiquer";
faire courir;"colporter [v]: r‚pandre; divulguer; propager";
faire d‚choir;abaisser [v]: d‚grader;
faire d‚faut;d‚faillir [v]: manquer;
faire de l'effet;faire sensation [v];op‚rer [v]: agir;
